date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:33	11853/11853	---MCZ	200	added ('OK')	text/html	etag:%22224f4b184484505091b4a8aa974ff1bb-ssl-df%22	https://beatdrum.netlify.app/about%20glove	//Mac/Home/Downloads/web/beatdrum.netlify.app/about%20glove.html	(from https://beatdrum.netlify.app/about.html)
14:52:33	9673/9673	---M--	200	added ('OK')	image/png	etag:%22f9873189ac63b19814f1cfccf06102dc-ssl%22	https://beatdrum.netlify.app/assets/img/tools1.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/tools1.png	(from https://beatdrum.netlify.app/about.html)
14:52:33	15466/15466	---M--	200	added ('OK')	image/png	etag:%22b219d20f3e9e2f74e320a69fc7769b67-ssl%22	https://beatdrum.netlify.app/assets/img/tools2.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/tools2.png	(from https://beatdrum.netlify.app/about.html)
14:52:34	43105/43105	---M--	200	added ('OK')	image/png	etag:%22063a51b878be480f4283d663460ac054-ssl%22	https://beatdrum.netlify.app/assets/img/tools3.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/tools3.png	(from https://beatdrum.netlify.app/about.html)
14:52:35	45850/45850	---M--	200	added ('OK')	image/png	etag:%22d96bcdf1c12744c9ad50ffff5ed4d390-ssl%22	https://beatdrum.netlify.app/assets/img/tools4.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/tools4.png	(from https://beatdrum.netlify.app/about.html)
14:52:35	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665015904-ssl-df	https://beatdrum.netlify.app/assets/img/brand_01.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/brand_01.38.delayed	(from https://beatdrum.netlify.app/about.html)
14:52:36	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665015904-ssl-df	https://beatdrum.netlify.app/assets/img/brand_02.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/brand_02.39.delayed	(from https://beatdrum.netlify.app/about.html)
14:52:36	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665015904-ssl-df	https://beatdrum.netlify.app/assets/img/brand_03.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/brand_03.3a.delayed	(from https://beatdrum.netlify.app/about.html)
14:52:37	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665015904-ssl-df	https://beatdrum.netlify.app/assets/img/brand_04.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/brand_04.3b.delayed	(from https://beatdrum.netlify.app/about.html)
14:52:37	14272/14272	---MCZ	200	added ('OK')	text/css	etag:%2237c0-cW5oWHzFcgrzuKuBtMixbfPjmt4%22	https://unpkg.com/leaflet@1.7.1/dist/leaflet.css	//Mac/Home/Downloads/web/unpkg.com/leaflet@1.7.1/dist/leaflet.css	(from https://beatdrum.netlify.app/contact.html)
